PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36098051","Effects of Empagliflozin in Women and Men With Heart Failure and Preserved Ejection Fraction","Butler J, Filippatos G, Siddiqi TJ, Ferreira JP, Brueckmann M, Bocchi E, Böhm M, Chopra VK, Giannetti N, Iwata T, Januzzi JL, Kaul S, Piña IL, Ponikowski P, Rauch-Kröhnert U, Shah SJ, Senni M, Sumin M, Verma S, Zhang J, Pocock SJ, Zannad F, Packer M, Anker SD.","Circulation. 2022 Oct 4;146(14):1046-1055. doi: 10.1161/CIRCULATIONAHA.122.059755. Epub 2022 Sep 13.","Butler J","Circulation","2022","2022/09/13","PMC9528945","","10.1161/CIRCULATIONAHA.122.059755"
"35596107","Dual Specific Phosphatase 7 Exacerbates Dilated Cardiomyopathy, Heart Failure, and Cardiac Death by Inactivating the ERK1/2 Signaling Pathway","Liu J, Yin Y, Ni J, Zhang P, Li WM, Liu Z.","J Cardiovasc Transl Res. 2022 Dec;15(6):1219-1238. doi: 10.1007/s12265-022-10268-3. Epub 2022 May 20.","Liu J","J Cardiovasc Transl Res","2022","2022/05/20","","","10.1007/s12265-022-10268-3"
"37073553","Indexing cardiac volumes for peak oxygen uptake to improve differentiation of physiological and pathological remodeling: from elite athletes to heart failure patients","Letnes JM, Nes BM, Langlo KAR, Aksetøy IA, Lundgren KM, Skovereng K, Sandbakk Ø, Wisløff U, Dalen H.","Eur Heart J Cardiovasc Imaging. 2023 May 31;24(6):721-729. doi: 10.1093/ehjci/jead034.","Letnes JM","Eur Heart J Cardiovasc Imaging","2023","2023/04/19","PMC10229299","","10.1093/ehjci/jead034"
"37070597","The CardioMEMS Heart Failure System for chronic heart failure - a European perspective","Radhoe SP, Clephas PRD, Mokri H, Brugts JJ.","Expert Rev Med Devices. 2023 May;20(5):349-356. doi: 10.1080/17434440.2023.2196400. Epub 2023 Apr 18.","Radhoe SP","Expert Rev Med Devices","2023","2023/04/18","","","10.1080/17434440.2023.2196400"
"35831235","Prognostic value of high-sensitivity cardiac troponin I in patients with non-ischaemic heart failure: insights from China","Tian P, Zhao X, Huang L, Feng J, Zhao L, Liang L, Huang B, Zhang Y, Zhang J.","ESC Heart Fail. 2022 Oct;9(5):3345-3357. doi: 10.1002/ehf2.14065. Epub 2022 Jul 13.","Tian P","ESC Heart Fail","2022","2022/07/13","PMC9715791","","10.1002/ehf2.14065"
"37072266","New perspectives in the treatment of chronic heart failure","Nussbaumerová B.","Vnitr Lek. 2023 Spring;69(2):82-87. doi: 10.36290/vnl.2023.015.","Nussbaumerová B","Vnitr Lek","2023","2023/04/18","","","10.36290/vnl.2023.015"
"35440184","Deciding to Live (or Not) With a Left Ventricular Assist Device-a Thematic Analysis Exploring Factors Influencing the Decision-Making Process in Advanced Heart Failure Patients in Singapore","Neo SHS, Ku JSM, Tan JYT, Yoon S.","Am J Hosp Palliat Care. 2023 Jan;40(1):27-33. doi: 10.1177/10499091221085275. Epub 2022 Apr 19.","Neo SHS","Am J Hosp Palliat Care","2023","2022/04/20","","","10.1177/10499091221085275"
"36636971","[Рossibility of using European (HFA-PEFF) and American (H2FPEF) algorithms for diagnosing heart failure with preserved ejection fraction in Russian clinical practice]","Ageev FT, Yarovaya EB, Ovchinnikov AG.","Kardiologiia. 2022 Dec 31;62(12):4-10. doi: 10.18087/cardio.2022.12.n2280.","Ageev FT","Kardiologiia","2022","2023/01/13","","","10.18087/cardio.2022.12.n2280"
"37561545","Deficiency of Pdk1 drives heart failure by impairing taurine homeostasis through Slc6a6","Li C, Zhou Y, Niu Y, He W, Wang X, Zhang X, Wu Y, Zhang W, Zhao L, Zheng H, Song W, Gao H.","FASEB J. 2023 Sep;37(9):e23134. doi: 10.1096/fj.202300272R.","Li C","FASEB J","2023","2023/08/10","","","10.1096/fj.202300272R"
"36350978","Surgical or percutaneous coronary revascularization for heart failure: an in silico model using routinely collected health data to emulate a clinical trial","Pathak S, Lai FY, Miksza J, Petrie MC, Roman M, Murray S, Dearling J, Perera D, Murphy GJ.","Eur Heart J. 2023 Feb 1;44(5):351-364. doi: 10.1093/eurheartj/ehac670.","Pathak S","Eur Heart J","2023","2022/11/09","PMC9890210","","10.1093/eurheartj/ehac670"
"36647020","Unplanned 30-day readmissions, comorbidity and impact on one-year mortality following incident heart failure hospitalisation in Western Australia, 2001-2015","Weber C, Hung J, Hickling S, Li I, Murray K, Briffa T.","BMC Cardiovasc Disord. 2023 Jan 16;23(1):25. doi: 10.1186/s12872-022-03020-x.","Weber C","BMC Cardiovasc Disord","2023","2023/01/16","PMC9843857","","10.1186/s12872-022-03020-x"
"36951045","Paediatric heart failure - understanding the pathophysiology and the current role of cardiac biomarkers in clinical practice","McGinn C, Casey FA, Watson C, Morrison L.","Cardiol Young. 2023 Apr;33(4):503-513. doi: 10.1017/S1047951123000331. Epub 2023 Mar 23.","McGinn C","Cardiol Young","2023","2023/03/23","","","10.1017/S1047951123000331"
"37182255","Relative Contribution of Atrial Fibrillation to Outcomes of Patients With Cardiomyopathy Based on Severity of Left Ventricular Dysfunction","Ayub MT, Rangavajla G, Thoma F, Mulukutla S, Aronis K, Bhonsale A, Kancharla K, Voigt A, Shalaby A, Estes NAM 3rd, Jain S, Saba S.","Am J Cardiol. 2023 Jul 1;198:9-13. doi: 10.1016/j.amjcard.2023.04.033. Epub 2023 May 12.","Ayub MT","Am J Cardiol","2023","2023/05/14","","","10.1016/j.amjcard.2023.04.033"
"37030529","Reducing Pulmonary Capillary Wedge Pressure During Exercise Exacerbates Exertional Dyspnea in Patients With Heart Failure With Preserved Ejection Fraction: Implications for V˙/Q˙ Mismatch","Balmain BN, Tomlinson AR, MacNamara JP, Hynan LS, Wakeham DJ, Levine BD, Sarma S, Babb TG.","Chest. 2023 Sep;164(3):686-699. doi: 10.1016/j.chest.2023.04.003. Epub 2023 Apr 6.","Balmain BN","Chest","2023","2023/04/08","","","10.1016/j.chest.2023.04.003"
"36920122","Differential Gene Expression Among Patients With Heart Failure Experiencing Pain","Smith AB, Jung M, Pressler SJ, Mocci E, Dorsey SG.","Nurs Res. 2023 May-Jun 01;72(3):175-184. doi: 10.1097/NNR.0000000000000648. Epub 2023 Feb 26.","Smith AB","Nurs Res","2023","2023/03/15","PMC10121868","NIHMS1870621","10.1097/NNR.0000000000000648"
"37532425","Bridging Treatment Implementation Gaps in Patients With Heart Failure: JACC Focus Seminar 2/3","Jalloh MB, Averbuch T, Kulkarni P, Granger CB, Januzzi JL, Zannad F, Yeh RW, Yancy CW, Fonarow GC, Breathett K, Gibson CM, Van Spall HGC.","J Am Coll Cardiol. 2023 Aug 8;82(6):544-558. doi: 10.1016/j.jacc.2023.05.050.","Jalloh MB","J Am Coll Cardiol","2023","2023/08/02","","","10.1016/j.jacc.2023.05.050"
"36827745","Effects of discharge education using teach-back methods in patients with heart failure: A randomized controlled trial","Oh EG, Lee JY, Lee HJ, Oh S.","Int J Nurs Stud. 2023 Apr;140:104453. doi: 10.1016/j.ijnurstu.2023.104453. Epub 2023 Feb 4.","Oh EG","Int J Nurs Stud","2023","2023/02/24","","","10.1016/j.ijnurstu.2023.104453"
"37236574","Heart Failure and Obesity: The Latest Pandemic","Aryee EK, Ozkan B, Ndumele CE.","Prog Cardiovasc Dis. 2023 May-Jun;78:43-48. doi: 10.1016/j.pcad.2023.05.003. Epub 2023 May 24.","Aryee EK","Prog Cardiovasc Dis","2023","2023/05/26","","","10.1016/j.pcad.2023.05.003"
"36369139","Evolutionary Description of Heart Transplantation and Heart-Lung Transplantation in Congenital Heart Disease","Donoso Trenado V, López-Vilella R, Rueda Soriano J, Sánchez-Lázaro I, Martínez-Dolz L, Almenar-Bonet L.","Transplant Proc. 2022 Nov;54(9):2494-2496. doi: 10.1016/j.transproceed.2022.10.006. Epub 2022 Nov 8.","Donoso Trenado V","Transplant Proc","2022","2022/11/11","","","10.1016/j.transproceed.2022.10.006"
"36614282","Inflammageing and Cardiovascular System: Focus on Cardiokines and Cardiac-Specific Biomarkers","Perrone MA, Aimo A, Bernardini S, Clerico A.","Int J Mol Sci. 2023 Jan 3;24(1):844. doi: 10.3390/ijms24010844.","Perrone MA","Int J Mol Sci","2023","2023/01/08","PMC9820990","","10.3390/ijms24010844"
"37010012","Long-term effectiveness of ARRY-371797 in people with dilated cardiomyopathy and a faulty LMNA gene: a plain language summary","Judge DP, Taylor MR, Li H, Oliver C, Angeli FS, Lee PA, MacRae CA.","Future Cardiol. 2023 Mar;19(3):117-126. doi: 10.2217/fca-2022-0125. Epub 2023 Apr 3.","Judge DP","Future Cardiol","2023","2023/04/03","","","10.2217/fca-2022-0125"
"37290665","Cost-utility analysis of add-on dapagliflozin in heart failure with preserved or mildly reduced ejection fraction","Tang Y, Sang H.","ESC Heart Fail. 2023 Aug;10(4):2524-2533. doi: 10.1002/ehf2.14426. Epub 2023 Jun 8.","Tang Y","ESC Heart Fail","2023","2023/06/08","PMC10375078","","10.1002/ehf2.14426"
"37393730","Oxygen Uptake Efficiency Slope and Prognosis in Heart Failure With Reduced Ejection Fraction","Gordon J, Michelis KC, Pandey A, Ayers C, Thibodeau JT, Grodin JL, Drazner MH.","Am J Cardiol. 2023 Aug 15;201:273-280. doi: 10.1016/j.amjcard.2023.06.033. Epub 2023 Jun 30.","Gordon J","Am J Cardiol","2023","2023/07/02","","","10.1016/j.amjcard.2023.06.033"
"36055085","[The natriuretic peptides in the diagnosis of heart failure in primary care setting]","Turégano-Yedro M, Ruiz-García A, Castillo-Moraga MJ, Jiménez-Baena E, Barrios V, Serrano-Cumplido A, Pallarés-Carratalá V; en representación del Grupo de Trabajo de Hipertensión Arterial y Enfermedad Cardiovascular de SEMERGEN.","Semergen. 2022 Oct;48(7):101812. doi: 10.1016/j.semerg.2022.101812. Epub 2022 Aug 30.","Turégano-Yedro M","Semergen","2022","2022/09/02","","","10.1016/j.semerg.2022.101812"
"36576423","Novel Therapeutics for Type 2 Diabetes, Obesity, and Heart Failure: A REVIEW AND PRACTICAL RECOMMENDATIONS FOR CARDIAC REHABILITATION","Khadanga S, Barrett K, Sheahan KH, Savage PD.","J Cardiopulm Rehabil Prev. 2023 Jan 1;43(1):1-7. doi: 10.1097/HCR.0000000000000761.","Khadanga S","J Cardiopulm Rehabil Prev","2023","2022/12/28","PMC9801223","NIHMS1845222","10.1097/HCR.0000000000000761"
"36410098","Numerical assessment of hemodynamic perspectives of a left ventricular assist device and subsequent proposal for improvisation","Ray PK, Das AK, Das PK.","Comput Biol Med. 2022 Dec;151(Pt A):106309. doi: 10.1016/j.compbiomed.2022.106309. Epub 2022 Nov 17.","Ray PK","Comput Biol Med","2022","2022/11/21","","","10.1016/j.compbiomed.2022.106309"
"36370995","Nutritional management of heart failure","Kida K, Miyajima I, Suzuki N, Greenberg BH, Akashi YJ.","J Cardiol. 2023 Mar;81(3):283-291. doi: 10.1016/j.jjcc.2022.11.001. Epub 2022 Nov 9.","Kida K","J Cardiol","2023","2022/11/12","","","10.1016/j.jjcc.2022.11.001"
"37010802","Revascularization in Ischemic Heart Failure with Reduced Left Ventricular Ejection Fraction","Gasior P, Wojakowski W, Kedhi E.","Curr Cardiol Rep. 2023 May;25(5):401-409. doi: 10.1007/s11886-023-01860-3. Epub 2023 Apr 3.","Gasior P","Curr Cardiol Rep","2023","2023/04/03","","","10.1007/s11886-023-01860-3"
"36697325","Bariatric surgery improves outcomes of hospitalizations for acute heart failure: a contemporary, nationwide analysis","Mabeza RM, Richardson S, Vadlakonda A, Chervu N, Roberts J, Yetasook A, Benharash P.","Surg Obes Relat Dis. 2023 Jul;19(7):681-687. doi: 10.1016/j.soard.2022.12.027. Epub 2022 Dec 20.","Mabeza RM","Surg Obes Relat Dis","2023","2023/01/25","","","10.1016/j.soard.2022.12.027"
"37543661","Machine learning for the development of diagnostic models of decompensated heart failure or exacerbation of chronic obstructive pulmonary disease","Gálvez-Barrón C, Pérez-López C, Villar-Álvarez F, Ribas J, Formiga F, Chivite D, Boixeda R, Iborra C, Rodríguez-Molinero A.","Sci Rep. 2023 Aug 5;13(1):12709. doi: 10.1038/s41598-023-39329-6.","Gálvez-Barrón C","Sci Rep","2023","2023/08/05","PMC10404284","","10.1038/s41598-023-39329-6"
"36630145","Estimation of Out-of-Pocket Costs for Guideline-Directed Medical Therapy for Heart Failure Under Medicare Part D and the Inflation Reduction Act","Johnson M, Nayak RK, Gilstrap L, Dusetzina SB.","JAMA Cardiol. 2023 Mar 1;8(3):299-301. doi: 10.1001/jamacardio.2022.5033.","Johnson M","JAMA Cardiol","2023","2023/01/11","PMC9857788","","10.1001/jamacardio.2022.5033"
"36098049","Reference Ranges for NT-proBNP (N-Terminal Pro-B-Type Natriuretic Peptide) and Risk Factors for Higher NT-proBNP Concentrations in a Large General Population Cohort","Welsh P, Campbell RT, Mooney L, Kimenai DM, Hayward C, Campbell A, Porteous D, Mills NL, Lang NN, Petrie MC, Januzzi JL, McMurray JJV, Sattar N.","Circ Heart Fail. 2022 Oct;15(10):e009427. doi: 10.1161/CIRCHEARTFAILURE.121.009427. Epub 2022 Sep 13.","Welsh P","Circ Heart Fail","2022","2022/09/13","PMC9561238","EMS151559","10.1161/CIRCHEARTFAILURE.121.009427"
"36115722","[Factors associated with patient participation in early return to the home Heart Failure program : a case-control study at the Centre Hospitalier de Troyes in 2017-2018]","Bourakba N, Dacunka M, Marchais A, Chapoutot L, Barbe C, Hurtaud A, Sanchez S.","Ann Cardiol Angeiol (Paris). 2022 Nov;71(5):276-282. doi: 10.1016/j.ancard.2022.08.001. Epub 2022 Sep 14.","Bourakba N","Ann Cardiol Angeiol (Paris)","2022","2022/09/17","","","10.1016/j.ancard.2022.08.001"
"36279758","Nuanxinkang prevents the development of myocardial infarction-induced chronic heart failure by promoting PINK1/Parkin-mediated mitophagy","Guan Z, Chen J, Wang L, Hao M, Dong X, Luo T, Jiang J, Lin Z, Li X, Chen P, Yang Z, Ye X, Wang L, Xian S, Chen Z.","Phytomedicine. 2023 Jan;108:154494. doi: 10.1016/j.phymed.2022.154494. Epub 2022 Oct 7.","Guan Z","Phytomedicine","2023","2022/10/24","","","10.1016/j.phymed.2022.154494"
"36495060","Applicability of new proposed criteria for iron deficiency in Japanese patients with heart failure","Tada A, Nagai T, Koya T, Nakao M, Ishizaka S, Mizuguchi Y, Aoyagi H, Imagawa S, Tokuda Y, Takahashi M, Kato Y, Machida M, Matsutani K, Saito T, Anzai T; ELMSTAT-HF investigators.","ESC Heart Fail. 2023 Apr;10(2):985-994. doi: 10.1002/ehf2.14265. Epub 2022 Dec 10.","Tada A","ESC Heart Fail","2023","2022/12/10","PMC10053267","","10.1002/ehf2.14265"
"36546329","[Malnutrition management of hospitalized patients with diabetes/hyperglycemia and heart failure]","Zugasti Murillo A, Chinchetru MªJ, Burgos Peláez R, García Almeida JM, Matía Martín P, Palma Milla S, Sanz Paris A, Alfaro Martínez JJ, Artero-Fullana A, Calañas Continente A, García Malpartida K, González-Sánchez V, Laínez López M, Martínez Ortega AJ, Oliva Roldán J, Serrano-Moreno C, Suárez Llanos JP, González-Díaz Faes Á.","Nutr Hosp. 2022 Dec 28;39(Spec No4):23-30. doi: 10.20960/nh.04508.","Zugasti Murillo A","Nutr Hosp","2022","2022/12/22","","","10.20960/nh.04508"
"36863297","Immuno field-effect transistor (ImmunoFET) for detection of salivary cortisol using potentiometric and impedance spectroscopy for monitoring heart failure","Ben Halima H, Bellagambi FG, Brunon F, Alcacer A, Pfeiffer N, Heuberger A, Hangouët M, Zine N, Bausells J, Errachid A.","Talanta. 2023 May 15;257:123802. doi: 10.1016/j.talanta.2022.123802. Epub 2022 Sep 15.","Ben Halima H","Talanta","2023","2023/03/02","","","10.1016/j.talanta.2022.123802"
"36761158","Intravenous iron supplementation in heart failure patients induces temporary endothelial dysfunction with release of endothelial microvesicles","Mause SF, Berger M, Lim HY, Vogt F, Brandenburg V, Stöhr R.","Front Immunol. 2023 Jan 24;13:1092704. doi: 10.3389/fimmu.2022.1092704. eCollection 2022.","Mause SF","Front Immunol","2023","2023/02/10","PMC9904167","","10.3389/fimmu.2022.1092704"
"35876931","Role of neopterin as an inflammatory biomarker in congestive heart failure with insights on effect of drug therapies on its level","Dogheim GM, Amralla MT, Werida RH.","Inflammopharmacology. 2022 Oct;30(5):1617-1622. doi: 10.1007/s10787-022-01028-5. Epub 2022 Jul 25.","Dogheim GM","Inflammopharmacology","2022","2022/07/25","PMC9499907","","10.1007/s10787-022-01028-5"
"37655737","Comparing the Diagnostic Performance of HFA-PEFF and H2FPEF Scoring Systems in Heart Failure with Preserved Ejection Fraction Patients: Insights from the APOLLON Registry","Mert GÖ, Özlek B, Özlek E, Zencirkiran Ağuş H, Tekinalp M, Kahraman S, Çil C, Çelik O, Başaran Ö, Doğan V, Kaya BC, Rencüzoğulları İ, Ösken A, Bekar L, Çakır MO, Çelik Y, Sancar KM, Sevinç S, Biteker M, Mert KU.","Anatol J Cardiol. 2023 Sep;27(9):539-548. doi: 10.14744/AnatolJCardiol.2023.3345.","Mert GÖ","Anatol J Cardiol","2023","2023/09/01","","","10.14744/AnatolJCardiol.2023.3345"
"37322827","Improved mortality and haemodynamics with milrinone in cardiogenic shock due to acute decompensated heart failure","Rodenas-Alesina E, Luis Scolari F, Wang VN, Brahmbhatt DH, Mihajlovic V, Fung NL, Otsuki M, Billia F, Overgaard CB, Luk A.","ESC Heart Fail. 2023 Aug;10(4):2577-2587. doi: 10.1002/ehf2.14379. Epub 2023 Jun 15.","Rodenas-Alesina E","ESC Heart Fail","2023","2023/06/16","PMC10375068","","10.1002/ehf2.14379"
"37233136","New Delivery Route for Furosemide in Heart Failure","Aschenbrenner DS.","Am J Nurs. 2023 Jun 1;123(6):19. doi: 10.1097/01.NAJ.0000938720.32620.85.","Aschenbrenner DS","Am J Nurs","2023","2023/05/26","","","10.1097/01.NAJ.0000938720.32620.85"
"36860846","IL-12α deficiency attenuates pressure overload-induced cardiac inflammation, hypertrophy, dysfunction, and heart failure progression","Bhattarai U, He X, Xu R, Liu X, Pan L, Sun Y, Chen JX, Chen Y.","Front Immunol. 2023 Feb 13;14:1105664. doi: 10.3389/fimmu.2023.1105664. eCollection 2023.","Bhattarai U","Front Immunol","2023","2023/03/02","PMC9969090","","10.3389/fimmu.2023.1105664"
"37263288","Expert Review on Contemporary Management of Common Benign Pleural Effusions","Porcel JM.","Semin Respir Crit Care Med. 2023 Aug;44(4):477-490. doi: 10.1055/s-0043-1769096. Epub 2023 Jun 1.","Porcel JM","Semin Respir Crit Care Med","2023","2023/06/01","","","10.1055/s-0043-1769096"
"36371660","Echocardiographic features of left ventricular dysfunction and outcomes in chronic kidney disease","Ou SM, Chao CJ, Tsai MT, Lee KH, Tseng WC, Bin PJ, Lin YP, Hsu CY, Tarng DC.","Heart. 2022 Dec 22;109(2):134-142. doi: 10.1136/heartjnl-2022-321404.","Ou SM","Heart","2022","2022/11/13","PMC9811083","","10.1136/heartjnl-2022-321404"
"37356724","Type 1 diabetes and risk of heart failure: A systematic review and meta-analysis","Haji M, Erqou S, Fonarow GC, Echouffo-Tcheugui JB.","Diabetes Res Clin Pract. 2023 Aug;202:110805. doi: 10.1016/j.diabres.2023.110805. Epub 2023 Jun 24.","Haji M","Diabetes Res Clin Pract","2023","2023/06/25","","","10.1016/j.diabres.2023.110805"
"35835680","Clinical myocardial recovery in advanced heart failure with long term left ventricular assist device support","Kanwar MK, Selzman CH, Ton VK, Miera O, Cornwell WK 3rd, Antaki J, Drakos S, Shah P.","J Heart Lung Transplant. 2022 Oct;41(10):1324-1334. doi: 10.1016/j.healun.2022.05.015. Epub 2022 May 28.","Kanwar MK","J Heart Lung Transplant","2022","2022/07/14","PMC10257189","NIHMS1899857","10.1016/j.healun.2022.05.015"
"36534965","Pathophysiology and pharmacology of G protein-coupled receptors in the heart","Grogan A, Lucero EY, Jiang H, Rockman HA.","Cardiovasc Res. 2023 May 22;119(5):1117-1129. doi: 10.1093/cvr/cvac171.","Grogan A","Cardiovasc Res","2023","2022/12/19","PMC10202650","","10.1093/cvr/cvac171"
"36409479","Sex differences in patients undergoing heart transplantation and LVAD therapy","Rubinstein G, Lotan D, Moeller CM, DeFilippis EM, Slomovich S, Oren D, Yuzefpolskaya M, Sayer G, Uriel N.","Expert Rev Cardiovasc Ther. 2022 Nov;20(11):881-894. doi: 10.1080/14779072.2022.2149493.","Rubinstein G","Expert Rev Cardiovasc Ther","2022","2022/11/21","","","10.1080/14779072.2022.2149493"
